player_id;short_name;long_name;player_positions;overall;age;height_cm;weight_kg;league_name;club_name;club_position;nationality_name
225701;P. Gallese;Pedro David Gallese Quiróz;GK;74;32;191;79;Major League Soccer;Orlando City;GK;Peru
225706;M. Trauco;Miguel Ángel Trauco Saavedra;LB, LM;72;29;175;62;Major League Soccer;SJ Earthquakes;LB;Peru
225708;R. Castro;Raúl Castro Peñaloza;CDM, CM;66;32;178;68;Liga De Futbol Prof;Wilstermann;LDM;Bolivia
225711;A. Diallo;Abdou Diallo;CB, LB;78;26;187;79;Bundesliga;RB Leipzig;SUB;Senegal
225712;D. Bahamboula;Dylan Ozan Moyo Bahamboula;RW, ST, RM;64;27;185;70;Premiership;Livingston;RW;Congo
225713;J. Augustin;Jean-Kévin Augustin;ST;65;25;180;80;Super League;Basel;SUB;France
225715;S. Živec;Saša Aleksander Živec;LM, RM;65;31;178;70;Ekstraklasa;Zagłębie Lubin;RES;Slovenia
225719;K. Iheanacho;Kelechi Promise Iheanacho;ST;77;25;185;82;Premier League;Leicester City;SUB;Nigeria
225730;J. Eilers;Justin Eilers;ST, RM, RW;63;33;187;77;3. Liga;Hallescher FC;RES;Germany
225731;A. Diop;Amidou Diop;CDM, CM;66;30;196;75;Eliteserien;Kristiansund;CDM;Senegal
225733;Cesinha;Cesar Fernando Silva dos Santos;LW, ST, CAM;76;32;177;74;K League 1;Daegu;LW;Brazil
225734;C. Hamilton;Christopher Hamilton;LM, RM, RW;67;27;185;74;Championship;Blackpool;SUB;Republic of Ireland
225735;D. Baumann;Dominic Baumann;ST;64;27;178;82;3. Liga;Zwickau;LS;Germany
225738;Kuki Zalazar;José Luis Zalazar Martínez;RM, CM;65;24;177;76;La Liga 2;Ponferradina;SUB;Spain
225739;Jin Yangyang;金洋洋;CB;61;29;189;91;Super League;Shanghai Shenhua;SUB;China PR
225740;Dong Yanfeng;董岩锋;CB, RB;60;26;182;75;Super League;Dalian Professional;RCB;China PR
225741;Duan Yunzi;段云子;ST, CF;56;27;178;70;Super League;Wuhan Three Towns;RES;China PR
225743;M. Escobar;Miguel Alejandro Escobar;CAM, CM;63;26;167;71;Primera División;General Caballero JLM;SUB;Argentina
225748;T. Cantwell;Todd Cantwell;LM, CM;73;24;177;70;Championship;Norwich City;LM;England
225751;A. Oxborough;Aston Oxborough;GK;58;24;196;80;Premiership;Motherwell;RES;England
225756;G. Blackwood;George Blackwood;ST, CAM;59;25;189;81;A-League;Adelaide United;SUB;Australia
225757;M. Burgess;Max Burgess;CAM, CM;65;27;185;70;A-League;Sydney;SUB;Australia
225766;H. Keto;Hugo Keto;GK;62;24;192;79;Eliteserien;Sandefjord;GK;Finland
225768;I. Chatzitheodoridis;Ilias Chatzitheodoridis;LB, LWB, LM;66;23;171;67;Super League;Panathinaikos;RES;Greece
225769;G. Dobson;George David Dobson;CDM, CM;68;24;185;75;League One;Charlton Athletic;RCM;England
225770;K. da Graca;Kristopher Santos Da Graca;CB;66;24;188;80;Allsvenskan;Sirius;CB;Sweden
225772;K. Green;Kieran Thomas Green;CM, CDM;59;25;184;78;League Two;Grimsby Town;CDM;England
225775;M. Bola;Marc Bola;LWB, LB;70;24;185;78;Championship;Middlesbrough;SUB;England
225779;B. Sheaf;Ben Sheaf;CDM, CM;73;24;185;64;Championship;Coventry City;LCM;England
225781;R. Smith;Renny Piers Smith;CDM, LB, CM;63;24;183;76;Bundesliga;Wattens;SUB;Austria
225782;A. Maitland-Niles;Ainsley Maitland-Niles;RWB, CM, RB;73;24;177;71;Premier League;Southampton;SUB;England
225783;S. Mavididi;Stephy Alvaro Mavididi;LM, ST;77;24;182;71;Ligue 1;Montpellier;LM;England
225785;C. Willock;Chris Anthony Willock;LW, ST, CAM;74;24;178;67;Championship;Queens Park Rangers;RW;England
225793;B. Godfrey;Ben Godfrey;CB, LB;77;24;183;79;Premier League;Everton;RES;England
225798;B. Çamoğlu;Burak Can Çamoğlu;RB, LB, RM;65;24;173;67;Super Lig;Hatayspor;SUB;Turkey
225799;D. Čanađija;Dario Čanađija;CM, CDM;64;28;176;71;Eliteserien;Aalesund;LCM;Croatia
225807;B. Vaštšuk;Bogdan Vaštšuk;CAM;63;26;185;78;Premier Division;Sligo Rovers;SUB;Estonia
225809;E. Restrepo;Edisson Restrepo Perea;CB, RB;65;25;177;72;Primera Division;Deportivo Táchira;LCB;Colombia
225811;M. Moreno;Marlos Moreno Durán;RM, CAM;68;25;171;66;Ligue 1;Troyes;RES;Colombia
225812;B. Rovira;Bryan Andrés Rovira Ferreira;CDM, CM;72;25;182;74;Liga BetPlay;Deportes Tolima;LDM;Colombia
225844;D. Verde;Daniele Verde;RW, RM, CAM;75;26;168;64;Serie A;Spezia;SUB;Italy
225845;N. Araya;Nicolás Araya Bruna;GK;57;22;176;73;Primera Division;Antofagasta;RES;Chile
225847;S. Mallan;Stevie Patrick Mallan;CM, CDM;65;26;178;69;League Two;Salford City;RES;Scotland
225849;M. Dittgen;Maximilian Dittgen;ST, LM;66;27;182;77;3. Liga;Ingolstadt;SUB;Germany
225850;P. Kimpembe;Presnel Kimpembe;CB;83;26;189;80;Ligue 1;Paris Saint Germain;SUB;France
225853;R. Raveloson;Rayan Ny Aina Arnaldo Raveloson;CDM, CM, CB;69;25;182;73;Ligue 1;Auxerre;SUB;Madagascar
225855;A. Bobichon;Antonin Bobichon;CM, CAM, LM;70;26;178;75;Ligue 2;Laval;SUB;France
225858;M. Ledesma;Marcos Ignacio Ledesma;GK;69;25;191;81;Liga Profesional;Central Cordoba SdE;GK;Argentina
225859;M. Niakhaté;Moussa Niakhaté;CB;78;26;190;85;Premier League;Nottingham Forest;SUB;Senegal
225863;O. Boscagli;Olivier Maxime Boscagli;CB, LB, CDM;77;24;181;68;Eredivisie;PSV;RES;France
225867;V. Adeboyejo;Victor Adeboyejo;ST, RW;67;24;178;63;League One;Burton Albion;ST;Nigeria
225868;David Gil;David Gil Mohedano;GK;70;28;186;81;La Liga;Cádiz;SUB;Spain
225872;J. McGrath;Jamie McGrath;CM, RW, CAM;66;25;175;71;Premiership;Dundee United;SUB;Republic of Ireland
225873;R. Feely;Rory Feely;RB, CB;58;25;191;76;League Two;Barrow;SUB;Republic of Ireland
225875;N. Kreuzer;Niklas Kreuzer;RWB, RM;67;29;178;76;3. Liga;Hallescher FC;RB;Germany
225876;D. Mendoza;David Bernardo Mendoza Ayala;CB, LB;64;37;180;79;Primera División;Guaireña;LCB;Paraguay
225878;C. Domínguez;Cecilio Andrés Domínguez Ruiz;LM, LW;73;26;179;74;Major League Soccer;Austin;LM;Paraguay
225908;R. Oxford;Reece Oxford;CB, CDM, RB;76;23;193;86;Bundesliga;FC Augsburg;SUB;England
225910;M. López Quintana;Mario Federico López Quintana;CB;67;26;182;81;Liga Profesional;Aldosivi;RCB;Paraguay
225915;A. Fontana;Cristian Agustín Fontana;ST;68;26;176;70;Liga Profesional;Defensa y Justicia;SUB;Argentina
225916;A. Nybo;Alexander Jungklas Nybo;GK;60;27;188;83;Superliga;Randers;SUB;Denmark
225922;M. Shelton;Mark John Shelton;CM;60;25;178;70;League Two;Hartlepool United;SUB;England
225926;Pere Milla;Pere Milla Peña;ST, LM, RM;76;29;184;72;La Liga;Elche;SUB;Spain
225927;Q. Lecoeuche;Quentin Lecoeuche;LB, LWB;67;28;172;65;Ligue 2;Valenciennes;LB;France
225931;M. Duelund;Mikkel Duelund Poulsen;LW, CAM;68;25;178;74;Eredivisie;NEC;SUB;Denmark
225935;S. Shamal;Steve Shamal;LM, RM;62;26;182;73;Ligue 2;Annecy;LM;France
225939;J. George;Jann-Christopher George;ST, CAM;64;29;176;80;3. Liga;Bayreuth;ST;Germany
225948;R. Lauritsen;Rasmus Lauritsen;CB;72;26;189;78;1. HNL;Dinamo Zagreb;SUB;Denmark
225951;D. Bouanga;Denis Athanase Bouanga;LM, ST, RM;75;27;180;71;Major League Soccer;Los Angeles FC;LW;Gabon
225953;S. Bergwijn;Steven Charles Bergwijn;LW, RW;81;24;178;78;Eredivisie;Ajax;LW;Netherlands
225955;M. Kvasina;Marko Kvasina;ST;66;25;195;88;Jupiler Pro League;KV Oostende;SUB;Austria
225956;B. Akintola;Babajide David Akintola;RW, LW, RM;69;26;178;69;Super Lig;Adana Demirspor;RM;Nigeria
225959;A. Roguljić;Ante Roguljić;CAM, CM, RM;66;26;180;70;Liga 1;Universitatea Craiova;SUB;Croatia
225974;S. McKenna;Scott McKenna;CB;73;25;189;80;Premier League;Nottingham Forest;LCB;Scotland
225976;S. Mandash;Sultan Ahmed Mohammed Mandash;RM, LM;63;27;172;71;Pro League;Al Feiha;RW;Saudi Arabia
225983;S. Mpontshane;Siyabonga Mpontshane;GK;66;36;183;79;Premier League;Orlando Pirates;SUB;South Africa
225993;O. Sail;Oliver Sail;GK;68;26;194;80;A-League;Wellington Phoenix;GK;New Zealand
225995;P. Stojanović;Petar Stojanović;RB;74;26;178;72;Serie A;Empoli;RB;Slovenia
225996;E. Janža;Erik Janža;LWB, LM, CB;68;29;175;72;Ekstraklasa;Górnik Zabrze;LM;Slovenia
225997;B. Verbič;Benjamin Verbič;LW, ST;73;28;179;72;Super League;Panathinaikos;LW;Slovenia
225998;A. McEneff;Aaron McEneff;CM, CAM;65;26;175;70;A-League;Perth Glory;LCM;Republic of Ireland
225999;F. Lesniak;Filip Lesniak;CDM, CM;63;26;176;70;Ekstraklasa;Wisła Płock;SUB;Slovakia
226002;M. Araujo;Miguel Gianpierre Araujo Blanco;CB;68;27;178;71;Eredivisie;FC Emmen;RCB;Peru
226003;R. Cuba;Rodrigo Cuba Piedra;RB, LB, CB;67;30;177;74;Primera Division;Sport Boys;RB;Peru
226006;C. Horgan;Colm Horgan;RB;58;27;172;72;Premier Division;Sligo Rovers;SUB;Republic of Ireland
226012;R. Manning;Ryan Phelim Manning;LWB, CB, LB;71;26;173;72;Championship;Swansea City;LWB;Republic of Ireland
226021;Guo Hao;郭皓;CM, CDM;59;29;173;67;Super League;Shijiazhuang Ever Bright;SUB;China PR
226024;M. Romero;Matías Alexis Romero;CM, RWB, CDM;65;26;179;72;Liga Profesional;Banfield;RDM;Argentina
226033;E. Käck;Carl Elliot Leifson Käck;LB;62;32;173;68;Allsvenskan;Djurgården;SUB;Sweden
226035;J. Morris;Jordan Morris;LM, ST, RM;71;27;183;85;Major League Soccer;Seattle Sounders;LM;United States
226040;J. Zampiery;Juan Carlos Zampiery Rivarola;RB;62;32;171;68;Liga De Futbol Prof;Guabirá;SUB;Bolivia
226044;R. Vargas;Rodrigo Mauricio Vargas Castillo;ST, LW;65;27;170;69;Liga De Futbol Prof;Wilstermann;SUB;Bolivia
226045;J. Gallardo;Jesús Daniel Gallardo Vasconcelos;LB, LM, LW;75;27;176;73;;;;Mexico
226050;C. Teuchert;Cedric Teuchert;ST, RW;69;25;182;80;2. Bundesliga;Hannover 96;RS;Germany
226057;D. Wynne;Deklan Terrence Wynne;LB, CB;62;27;178;75;;;;New Zealand
226058;I. Knezevic;Ivan Knezevic;CAM, RM;63;28;174;67;3. Liga;Erzgebirge Aue;SUB;Croatia
226060;R. Assalé;Roger Claver Djapone Assalé;ST, RM;67;28;167;65;Ligue 2;Dijon;SUB;Côte d'Ivoire
226068;F. Kom;Franck Kom;CDM, CM;68;29;176;79;Pro League;Al Ahli Jeddah;RDM;Cameroon
226075;M. Bakakis;Michalis Bakakis;RB;68;31;175;67;Super League;AEK Athens;RES;Greece
226078;Trezeguet;Mahmoud Ahmed Ibrahim Hassan;LM, LW;76;27;180;71;Super Lig;Trabzonspor;LW;Egypt
226084;R. Hardie;Ryan Hardie;ST;67;25;188;73;League One;Plymouth Argyle;ST;Scotland
226085;Léo Jardim;Leonardo César Jardim;GK;73;27;188;82;Ligue 1;Lille;SUB;Brazil
226086;Á. González;Ángel Emanuel Gonzalez;RM, RW, ST;73;27;169;70;Liga Profesional;Lanús;SUB;Argentina
226087;Víctor García;Víctor García Marín;LWB, LM, LB;67;28;180;74;Ekstraklasa;Śląsk Wrocław;LWB;Spain
226093;C. Adams;Ché Adams;ST;76;25;178;70;Premier League;Southampton;ST;Scotland
226096;Rômulo;Rômulo José Pacheco da Silva;CM, RW, CAM;68;26;172;74;Super League;Chengdu Qianbao;RW;Brazil
226102;C. Dunkley;Cheyenne Dunkley;CB;67;30;188;85;League One;Shrewsbury Town;CB;England
226103;Akieme;Sergio Akieme Rodríguez;LB, LWB, LM;73;24;175;70;La Liga;Almería;LB;Spain
226108;F. Romagna;Filippo Romagna;CB;69;25;186;75;Serie A;Sassuolo;SUB;Italy
226110;N. Pépé;Nicolas Pépé;RM, LM, LW;79;27;183;73;Ligue 1;Nice;RM;Côte d'Ivoire
226114;F. Mulić;Fejsal Mulić;ST;68;27;203;84;K League 1;Seongnam;ST;Serbia
226116;R. Sweeney;Ryan Joseph Sweeney;CB;66;24;193;87;Premiership;Dundee;LCB;Republic of Ireland
226122;J. Arias;Jafar Arias;ST;62;26;191;78;Liga 1;Argeş;SUB;Curacao
226127;C. Depres;Clément Dépres;ST;65;27;188;80;Ligue 2;Rodez;RS;France
226129;J. Gorenc Stanković;Jon Gorenc Stanković;CDM, CB;73;26;190;78;Bundesliga;Sturm Graz;CDM;Slovenia
226130;F. Miguel;Florian Miguel;LB, CB;69;25;179;70;La Liga 2;Huesca;LB;France
226152;Dodi;Douglas Moreira Fagundes;CM;67;25;169;67;J-League;Kashiwa Reysol;RCM;Brazil
226156;F. Valenzuela;Carlos Fernando Valenzuela;RM, LM, LW;68;25;167;69;Liga Profesional;Barracas Central;CAM;Argentina
226157;Javi Muñoz;Javier Muñoz Jiménez;CDM, CM, CAM;69;27;175;69;La Liga 2;SD Eibar;SUB;Spain
226161;Marcos Llorente;Marcos Llorente Moreno;CM, RM, RB;84;27;184;74;La Liga;Atlético Madrid;RM;Spain
226162;E. Buendía;Emiliano Buendía;RM, RW, CAM;80;25;172;72;Premier League;Aston Villa;RAM;Argentina
226166;N. Mukiele;Nordi Mukiele Mulere;RWB, CB;79;24;187;84;Ligue 1;Paris Saint Germain;SUB;France
226167;J. Dehm;Jannik Dehm;RWB, RB, CB;68;26;181;73;2. Bundesliga;Hannover 96;SUB;Germany
226168;M. Eggestein;Maximilian Eggestein;CDM, CM;75;25;181;75;Bundesliga;SC Freiburg;RDM;Germany
226170;E. Amor;Emiliano Javier Amor;CB;73;27;190;80;Primera Division;Colo-Colo;LCB;Argentina
226181;H. Al Jayzani;Hamad Sulaiman Al Jayzani;RB, LB;60;29;173;76;Pro League;Al Wahda;RB;Saudi Arabia
226186;Luo Xin;罗歆;CB, RB;60;32;182;70;Super League;Henan Jianye;SUB;China PR
226189;Lü Haidong;吕海东;LWB, LB, LM;62;30;180;70;Super League;Wuhan Three Towns;LWB;China PR
226191;Wu Qing;吴庆;LM;58;39;173;70;Super League;Chongqing Dangdai Lifan;LWB;China PR
226194;Gan Rui;甘锐;RWB, CB;61;37;180;67;Super League;Chengdu Qianbao;RWB;China PR
226197;Feng Jin;冯劲;RWB, RM, RW;62;28;179;72;Super League;Shanghai SIPG;RWB;China PR
226203;J. Jones;Joevin Jones;LB, LM, RM;67;30;175;73;Major League Soccer;Inter Miami;RES;Trinidad and Tobago
226206;Clavería;Pablo Clavería Herraíz;CM, CDM;64;26;175;70;La Liga 2;Lugo;CDM;Spain
226210;Gustavo Ferrareis;Gustavo Henrique Ferrareis;RWB, RM;69;25;176;74;Liga MX;Puebla;RWB;Brazil
226215;Sabin Merino;Sabin Merino Zuloaga;ST, LM;69;29;187;78;La Liga 2;Real Zaragoza;ST;Spain
226216;Bruno Ramires;Bruno Edgar Silva Almeida;CDM, CM;65;28;190;81;Super League;Bengaluru;SUB;Brazil
226220;M. Rodriguez;José Guillermo Rodríguez;CAM, CM, LW;66;26;173;65;Major League Soccer;Houston Dynamo;SUB;United States
226221;Aritz Elustondo;Aritz Elustondo Irribaria;CB, RB;81;28;180;71;La Liga;Real Sociedad;SUB;Spain
226226;G. Lo Celso;Giovani Lo Celso;CAM, LM, ST;81;26;177;68;La Liga;Villarreal;LM;Argentina
226229;T. Kehrer;Jan Thilo Kehrer;CB, RB;76;25;186;76;Premier League;West Ham United;LCB;Germany
226259;L. Andrenacci;Lorenzo Andrenacci;GK;64;27;188;77;Serie B;Brescia;SUB;Italy
226260;A. Cistana;Andrea Cistana;CB;72;25;185;78;Serie B;Brescia;RCB;Italy
226261;C. Ainley;Callum Thomas Ainley;CAM, CM;62;24;173;64;League Two;Crewe Alexandra;RES;England
226267;E. Baldini;Enrico Baldini;ST, CAM;65;25;180;75;Serie B;Cittadella;RES;Italy
226268;F. Dimarco;Federico Dimarco;LWB, LM, CB;79;24;175;75;Serie A;Inter;LM;Italy
226271;Fabián Ruiz;Fabián Ruiz Peña;CM, CDM;83;26;189;70;Ligue 1;Paris Saint Germain;RCM;Spain
226273;S. Davis;Sean Davis;CDM, CM;73;29;183;75;Major League Soccer;Nashville SC;RCM;United States
226278;Xavier;António Manuel Pereira Xavier;LW, RW;70;29;176;73;Super League;Panathinaikos;RES;Portugal
226285;R. Gudiño;Raúl Manolo Gudiño Vega;GK;74;26;196;81;Major League Soccer;Atlanta United;GK;Mexico
226286;G. Ávalos;Gabriel Ávalos Stumpfs;ST;74;31;188;91;Liga Profesional;Argentinos Juniors;ST;Paraguay
226288;Samu Casado;Samuel Casado Conde;GK;61;24;187;77;La Liga 2;Real Valladolid;RES;Spain
226295;B. Boutobba;Bilal Boutobba;RM, RW;71;23;172;65;Ligue 2;Niort;RM;France
226296;Ye Chugui;叶楚贵;CAM, RM, RW;56;27;178;70;Super League;Guangzhou R&F;RES;China PR
226299;B. Róchez;Bryan Giovanni Róchez Mejia;ST;69;27;183;69;Liga Portugal;Portimonense;SUB;Honduras
226300;U. Çakır;Uğurcan Çakır;GK;80;26;191;82;Super Lig;Trabzonspor;GK;Turkey
226352;J. Sowerby;Jack Anthony Charles William Sowerby;CDM, CM;62;27;175;78;League Two;Northampton Town;SUB;England
226356;M. Fares;Mohamed Salim Fares;LW, LM;72;26;183;72;Serie A;Lazio;RES;Algeria
226370;André Horta;André Filipe Luz Horta;CM, CDM;75;25;175;62;Liga Portugal;Sporting Braga;LDM;Portugal
226376;Kaku;Alejandro Sebastián Romero Gamarra;CAM, LM;76;27;171;68;Pro League;Al Taawon;CAM;Paraguay
226377;G. Martínez;Gonzalo Nicolás Martínez;RM, CAM, LM;75;29;172;75;Pro League;Al Nassr;RM;Argentina
226378;R. Ábila;Ramón Darío Ábila;ST;72;32;177;93;Liga Profesional;Colón;ST;Argentina
226379;M. Díaz;Marcos Guillermo Díaz;GK;75;35;187;87;Liga Profesional;Huracán;GK;Argentina
226380;Hwang Hee Chan;황희찬 黄喜灿;LW, ST;77;26;177;77;Premier League;Wolverhampton Wanderers;LM;Korea Republic
226385;C. Espinoza;Cristian Omar Espinoza;RM;72;27;173;73;Major League Soccer;SJ Earthquakes;RM;Argentina
226386;L. Sosa;Lucas Alexander Sosa;CB, LB;70;28;179;77;Liga Pro;Barcelona Guayaquil;LCB;Argentina
226387;A. Bengtsson;Carl Oscar Andreas Bengtsson;LB;61;25;188;80;Allsvenskan;Halmstad;LB;Sweden
226395;M. Covea;Michael O'Neal Covea Uzcátegui;CAM, CF, CM;66;28;177;75;Liga Profesional;Rosario Central;SUB;Venezuela
226401;K. Dowell;Kieran Dowell;RM, CAM, CM;70;24;185;70;Championship;Norwich City;SUB;England
226405;A. Arregui;Adrián Arregui;CM, CDM;73;29;175;74;Liga BetPlay;Independiente Medellín;RCM;Argentina
226414;M. Coco;Marcus Coco;RM, RW, RWB;70;26;184;78;Ligue 1;Nantes;SUB;France
226419;F. Sambueza;Fabián Héctor Sambueza;RM, CAM;70;33;170;67;Liga BetPlay;Junior;RM;Argentina
226423;N. Gartside;Nathan James Gartside;GK;58;24;182;69;Premier Division;Derry City;SUB;Northern Ireland
226424;L. Garnier;Luis Yamil Garnier;RB;59;39;172;73;Liga Profesional;Sarmiento;RES;Argentina
226429;A. Coote;Alistair Coote;CAM;61;24;170;65;Premier Division;Bohemians;SUB;Scotland
226430;S. Hakšabanović;Sead Hakšabanović;LW;72;23;173;74;Premiership;Celtic;RES;Montenegro
226431;Leonardo Lopes;Leonardo Adelino da Silva Lopes;CM, CDM;70;23;168;61;Jupiler Pro League;Cercle Brugge;RCM;Portugal
226432;A. Hdheriti;Abdullah Faisal Hadhereti;ST;58;29;173;59;Pro League;Al Adalh;SUB;Saudi Arabia
226434;R. García;Rafael García Casanova;CDM, CB;67;33;183;80;Primera Division;Cerro Largo;RCB;Uruguay
226436;H. ter Avest;Hidde Willem ter Avest;RB;71;25;182;78;Eredivisie;FC Utrecht;SUB;Netherlands
226438;S. McMann;Scott Cameron McMann;LB, CB;65;25;183;75;Premiership;Dundee United;LCB;Scotland
226442;H. Pehlivan;Halil İbrahim Pehlivan;LWB, LB, CB;67;28;183;72;Super Lig;Gaziantep F.K.;LB;Turkey
226447;S. Echeverría;Santiago Echeverría;CB, RB;66;32;186;85;Liga De Futbol Prof;Wilstermann;RCB;Argentina
226450;M. Awaji;Mohammed Ahmed Awaji;GK;56;26;185;75;Pro League;Al Tai;RES;Saudi Arabia
226456;Pablo Fornals;Pablo Fornals Malla;LM, CAM;79;26;178;67;Premier League;West Ham United;LM;Spain
226459;J. Ramos;Juan Manuel Ramos Pintos;LB, LM;69;25;180;72;Primera Division;Peñarol;LB;Uruguay
226467;G. Ricci;Giacomo Ricci;LB;67;25;180;75;Serie B;Bari 1908;LB;Italy
226468;A. Favilli;Andrea Favilli;ST;69;25;191;78;Serie B;Ternana;ST;Italy
226491;K. Tierney;Kieran Tierney;LB;81;25;178;70;Premier League;Arsenal;SUB;Scotland
226495;Sergio Santos;Sergio Henrique Santos Gomes;ST, LW;69;27;180;77;Major League Soccer;Cincinnati;SUB;Brazil
226504;G. Timotheou;George Timotheou;CB;60;24;190;89;A-League;Melbourne Victory;SUB;Australia
226506;K. Mets;Karol Mets;CB;66;29;191;82;2. Bundesliga;St. Pauli;LCB;Estonia
226507;J. Yates;Jerry Yates;ST, LW;69;25;175;80;Championship;Blackpool;LW;England
226508;G. Taylor;Greg John Taylor;LB;73;24;170;68;Premiership;Celtic;LB;Scotland
226509;A. Þrándarson;Aron Elís Þrándarson;CM;64;27;187;83;Superliga;OB;SUB;Iceland
226510;D. Grétarsson;Daníel Leó Grétarsson Schmidt;CB;64;26;185;76;Ekstraklasa;Śląsk Wrocław;LCB;Iceland
226514;D. Harvie;Daniel William Harvie;LWB;65;23;181;65;League One;Milton Keynes Dons;LWB;Scotland
226515;Andrei Girotto;Andrei Girotto;CB, CDM;77;30;186;79;Ligue 1;Nantes;LCB;Brazil
226517;H. Hajradinović;Haris Hajradinović;CM, CAM;73;28;178;74;Super Lig;Kasımpaşa;RCM;Bosnia and Herzegovina
226518;A. Milić;Antonio Milić;CB;70;28;190;81;Ekstraklasa;Lech Poznań;LCB;Croatia
226521;E. Andersson;Erik Mats Simon Andersson;CM;61;25;179;78;Allsvenskan;GIF Sundsvall;RCM;Sweden
226524;M. Johansson;Marko Johansson;GK;66;23;194;86;Bundesliga;VfL Bochum 1848;RES;Sweden
226535;S. Johnson;Sam Garyahzon Johnson;ST;65;28;178;74;Allsvenskan;Mjällby;SUB;Liberia
226536;O. Colley;Omar Colley;CB;74;29;191;87;Serie A;Sampdoria;RCB;Gambia
226537;V. Janssen;Vincent Janssen;ST;75;28;184;89;Jupiler Pro League;Antwerp;ST;Netherlands
226539;Y. Namli;Younes Namli;RM, CAM, CM;72;28;180;70;Eredivisie;Sparta Rotterdam;SUB;Denmark
226561;J. McMillan;Jack McMillan;LB, RB;62;23;183;77;Premiership;Livingston;SUB;Scotland
226568;I. Hagi;Ianis Hagi;RW, CAM;73;23;182;72;Premiership;Rangers;RES;Romania
226570;H. Figueredo;Hernán Figueredo Alonzo;CM, CAM, CDM;68;37;174;70;Primera Division;Liverpool;SUB;Uruguay
226576;A. Rodríguez;Arley José Rodríguez Henry;RM, ST;67;29;176;74;Primera Division;Alianza Lima;LS;Colombia
226579;A. Zendejas;Alejandro Zendejas Saavedra;RM, CM, LM;70;23;165;64;Liga MX;América;RM;Mexico
226580;S. Saucedo;Sebastián Saucedo Mondragón;LM;68;24;173;70;Liga MX;Pumas UNAM;LW;United States
226583;S. Papagiannopoulos;Sotirios Papagiannopoulos;CB;68;31;190;88;Allsvenskan;AIK;LCB;Sweden
226591;H. Preciado;Harold Fabián Preciado Villarreal;ST, LM;75;27;182;77;Liga MX;Santos Laguna;RS;Colombia
226592;J. Jankto;Jakub Jankto;LM, CM, RM;73;26;184;74;Fortuna Liga;Sparta Praha;SUB;Czech Republic
226601;Vitor Hugo;Vitor Hugo Franchescoli de Souza;CB;76;31;187;80;Super Lig;Trabzonspor;LCB;Brazil
226604;D. Valoyes;Diego Luis Valoyes Ruíz;RM, LM, ST;74;25;181;76;Liga Profesional;Talleres Córdoba;RM;Colombia
226616;J. Galván;Jonathan Sebastián Galván;CB, CDM;70;30;183;84;Liga Profesional;Racing Club;SUB;Argentina
226626;Ricardo Valente;Ricardo Jorge Oliveira Valente;LW, ST;65;31;181;76;Liga 1;Mioveni;SUB;Portugal
226627;T. Minamino;南野 拓実;RM, LM, CF;75;27;172;67;Ligue 1;Monaco;SUB;Japan
226628;E. Šipović;Enes Šipović;CB;65;30;199;99;Super League;Kerala Blasters;SUB;Bosnia and Herzegovina
226633;C. Gravius;Christos Emil Gravius;CM;63;24;181;72;Allsvenskan;Degerfors;LCM;Sweden
226637;Rubén Duarte;Rubén Duarte Sánchez;LB;75;26;179;72;La Liga 2;Deportivo Alavés;LB;Spain
226650;Kim Won Gun;김원균 金源军;CB;61;30;186;77;K League 1;Gangwon;RES;Korea Republic
226651;Kim Min Hyeok;김민혁 金敏赫;CM, RM, CF;63;29;182;65;K League 1;Ulsan;SUB;Korea Republic
226652;Park Yong Woo;박용우 朴镕宇;CDM, CM;67;28;186;80;K League 1;Ulsan;RES;Korea Republic
226654;S. Ring;Karl Sebastian Ring;LWB, LB;63;27;178;74;Ligue 2;Amiens SC;SUB;Sweden
226659;J. Amoroso;Emanuel Joel Amoroso;RM, LM;68;34;183;73;Liga De Futbol Prof;Royal Pari;RM;Argentina
226662;B. Nieuwkoop;Bart Nieuwkoop;RM, RWB, RB;72;26;181;75;Jupiler Pro League;Union Saint-Gilloise;RM;Netherlands
226671;F. Fattori;Federico Fattori Mouzo;CDM, CM;72;29;175;70;Liga Profesional;Huracán;LDM;Argentina
226675;F. Lanzillotta;Federico Vicente Lanzillota;GK;70;29;185;80;Liga Profesional;Argentinos Juniors;GK;Argentina
226677;J. Bacuna;Juninho Bacuna;CM, CAM;70;24;178;74;Championship;Birmingham City;RCM;Curacao
226679;A. Hunter;Ashley Matthew Hunter;LW, LM;63;26;178;67;League One;Morecambe;SUB;England
226686;M. Christiansen;Max Christiansen;CDM, CM;70;25;185;82;2. Bundesliga;SpVgg Greuther Fürth;RCM;Germany
226697;M. Lainez;Mauro Alberto Laínez Leyva;LM, LW, LWB;72;25;180;75;Liga MX;América;SUB;Mexico
226702;R. Maulun;Robin Maulun;CM, CAM;69;25;176;67;Eredivisie;SC Cambuur;SUB;France
226705;D. Atanga;David Atanga;RM, ST, RW;66;25;180;65;Jupiler Pro League;KV Oostende;SUB;Ghana
226710;G. Scamacca;Gianluca Scamacca;ST;80;23;195;85;Premier League;West Ham United;ST;Italy
226711;N. Omladič;Nik Omladič;RM, LM, RW;67;31;180;72;2. Bundesliga;Hansa Rostock;SUB;Slovenia
226721;G. Alcalá;Gil Esaul Alcalá Barba;GK;72;28;179;74;Liga MX;Tijuana;SUB;Mexico
